39159,1464386400,57469,5166,b4fb0c9c58325b2c55fb83e0f9a6ab36
39159,1464386400,57469,5171,25481b8564d204c95515e723c16188fe
39159,1464386400,57469,5177,b9d32096647b5fbad3f2409ffd22a0de
39159,1464386400,57469,5179,aa7ccab97f5985015f674d701ca22372
39159,1464386403,57469,5167,4e24f9a873f99d2473852697676b4ee4
39159,1464386403,57469,5168,0e35b118230e4186c877495c870adfd6
39159,1464386403,57469,5168,a4507cad0e1743102f4b6b0d7830db5c
39159,1464386403,57469,5172,3a6d741ed9c4d614034d130ddf296830
39159,1464386403,57469,5176,1d385f53928ee556cee70f650739818e
39159,1464386403,57469,5182,08736dcdf7c7ab65be775402a94143cf
39159,1464386403,57469,5182,4d5df76a7227e4568c4a591499d12521
39159,1464386403,57469,5214,3e250b91d8a0f510b2d4654f7c39a698
39159,1464386405,57469,5179,9956762f070c00e1178cedca4281d4ef
39159,1464386406,57469,5175,a8ebb1bd6d943eaf8d46d4c2f6053316
39159,1464386406,57469,5181,e6ecac30e623378d6959476ab1004349
39159,1464386406,57469,5214,662f60e08854d4be3629597c8296edb8
39159,1464386407,57469,5173,19b2df7fc41478a8d8689ff7d49ac657
39159,1464386409,57469,5181,c61a0f00e361b1d07928efe6e9228006
39159,1464386410,57469,5168,329ffa26e9ce19bed7d27da7674aa693
39159,1464386410,57469,5168,b15e6dbe2e38d32119ec319ced1d9411
39159,1464386410,57469,5171,0c6b110033f5d02291f2444a6209d736
39159,1464386410,57469,5175,c420e80ae7d80ea119c7f2ac0957dd9d
39159,1464386410,57469,5181,4c7f2d88fc2e2ba498254a5440ec8eda
39159,1464386410,57469,5181,a49168fb96205129d72a532d65eb60dc
39159,1464386412,57469,5172,a8455c7e681ca743a22a772ce40a2c8a
39159,1464386412,57469,5182,13fd2ff83330a873fa721fc625da7c5b
39159,1464386413,57469,5167,36a622f56b5a51022a441e815c939732
39159,1464386413,57469,5167,42c847ee26da232f9957955c234ac3db
39159,1464386413,57469,5167,c191cc73ef61d5124abd44710e814e86
39159,1464386413,57469,5169,46aa5201e76d70c428a587de451286a4
39159,1464386413,57469,5175,e4c106aa5a26a74adb29fce64c54b69e
39159,1464386413,57469,5182,60eb04400f1a2b75706f452d33a29d31
39159,1464386413,57469,5182,88da2d5ec452635811f0e13540f389ea
39159,1464386413,57469,5214,f37b50ff136424d1c0cdce4806b8a0b7
39159,1464386416,57469,5167,cd61def557e10daa74f70bac6e249d70
39159,1464386416,57469,5177,52419bab5cf6e1d43e3f4c1ebdfe42ee
39159,1464386417,57469,5171,8812770c7c074ff2ed0a03002461fc15
39159,1464386417,57469,5173,b49c3e6ebc956225dd2316ee2b9b2cb3
39159,1464386417,57469,5180,a68fe4a5bd3dd85af07a3b2c762403ed
39159,1464386419,57469,5175,f2490ef8622aeaf8ded17d571c9f26b3
39159,1464386420,57469,5181,351a8f67e0039c6c6b63027747eed9cf
39159,1464386421,57469,5166,a49a99ba7a26e20acd14f2d26ba71925
39159,1464386421,57469,5168,4fa9fdebb816a152577d99748726efcd
39159,1464386421,57469,5177,b79602af5c84125b60f9bb6eaac583be
39159,1464386421,57469,5180,52ece9763c741b26684f3c2be9fc5c33
39159,1464386423,57469,5168,921afbafb52faf009eb27f9b2905bb8e
39159,1464386423,57469,5171,80c65ae56400e28868dae8e7ebd506cc
39159,1464386423,57469,5171,e14772ca3679ebc65120c023b4a72e75
